 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11142642;"10 años de jazz: Jazz Band";"";"1";"0";"";"";"2020-03-31 00:00:00.0";"2020-03-31 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=699ebbd78d670710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Cultural Fernando Lázaro Carreter (Carabanchel)";"1";"CALLE";"VERDAD";"29";"CARABANCHEL";"OPAÑEL";"28019";"439136";"4471474";"40.39164343238081";"-3.717140510927299";"/contenido/actividades/Musica";"";
11142634;"10 años de rock: Código de birras";"";"1";"0";"";"";"2020-03-20 00:00:00.0";"2020-03-20 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f70ebbd78d670710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Cultural Fernando Lázaro Carreter (Carabanchel)";"1";"CALLE";"VERDAD";"29";"CARABANCHEL";"OPAÑEL";"28019";"439136";"4471474";"40.39164343238081";"-3.717140510927299";"/contenido/actividades/Musica";"";
11152105;"11 M. La memoria imborrable";"";"0";"0";"";"";"2020-03-11 00:00:00.0";"2020-03-11 23:59:00.0";"13:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23861c753a0a0710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
11110659;"2020, año galdosiano, madrileño y novelesco";"";"1";"1";"M";"";"2020-01-21 00:00:00.0";"2020-04-07 23:59:00.0";"";"A las 19 horas y en las fechas abajo indicadas.   Entrada libre hasta completar aforo. Con motivo de centenario de la muerte de D. Benito Pérez Galdós, Instituto de EstudiosMadrileños ha organizado un ciclo de conferencias en las que trataremos de seguir su huellaen la ciudad de Madrid.  Se impartirán doce conferencias con las que se nos brinda la oportunidad de explorar distintosaspectos de la vida del inmortal escritor.  Contando con el esfuerzo de nuestros miembros numerarios se dará una completa visión delGaldós periodista o político y su vinculación municipal, así como su proceso de madrileñización,las condiciones editoriales de su producción literaria o cómo era el Madrid contemporáneo y porsupuesto su faceta de Cronista de la Villa. Se hablará de algunas de sus obras literarias comoFortunata y Jacinta y el Madrid que hemos podido contemplar en las versiones televisivas de susnovelas. Veremos un Galdós lector entusiasta de Cervantes y haremos una visita a su biblioteca,y una lectura de sus cartas para terminar reflexionando ¿Por qué nos gusta tanto Galdós?  Todas las conferencias serán publicadas y formarán parte del tomo LII de la colección'Biblioteca de Estudios Madrileños' tal como viene haciendo el Instituto desde 1966.  1. Galdós Periodista. 21/01/2020 Pedro Montoliú Camps Periodista y Cronista de la Villa. Miembro Numerario del IEM.   2. Galdós en su periodismo de viajes. 28/01/2020 Leonardo Romero Tovar Catedrático de Literatura Española de la Universidad de Zaragoza. Miembro Numerario del IEM.   3. Lo municipal en la obra de Galdós. 04/02/2020 Carmen Cayetano Martín Licenciada en Filosofía y Letras. Del Cuerpo de archiveros, bibliotecarios y arqueólogos del Ayuntamiento de Madrid. Miembro numerario del IEM.   4. Galdos: fuentes de su proceso de madrileñización. 11/02/2020 Eduardo Huertas Vázquez Doctor en Filosofía, Licenciado en Derecho y en Ciencias de la Información. Miembro Numerario del IEM.  5. Un microcosmos: el Madrid galdosiano de Fortunata y Jacinta. 18/02/2020 Pedro Carrero Eras Profesor de Literatura Española de la Universidad de Alcalá de Henares. Miembro Numerario del IEM.  6. El Madrid contemporáneo de Galdós. Una ciudad en proceso de transformación y de expansión. 25/02/2020 Manuel Valenzuela Rubio. Catedrático emérito de Geografía Humana de la Universidad Autónoma de Madrid. Miembro Numerario del IEM.  7. Benito Pérez Galdós político. 03/03/2020 Mª Teresa Fernández Talaya Doctora en Historia del Arte. Presidenta del Instituto de Estudios Madrileños.   8. Galdós, lector entusiasta de Cervantes: una visita a su biblioteca, una lectura de sus cartas. 10/03/2020 José Manuel Lucía Mejías Catedrático de Filología Románica. Miembro Numerario del IEM  9. D. Benito Pérez Galdós, vecino y cronista de Madrid. 17/03/2020 Luis Miguel Aparisi Laporta Correspondiente de la Real Academia de la Historia. Miembro Numerario del IEM.   10. El Madrid de Galdós a través de las versiones televisivas de sus novelas 24/03/2020 Julia Labrador Ben. Licenciada en Filología Hispánica. Miembro Numerario del IEM.   11. Las condiciones editoriales de la producción de Galdós. Editores, tiradas y ventas. 31/03/2020 Jesús Martínez Martín Catedrático de Historia Contemporánea de la Universidad Complutense de Madrid. Miembro Numerario del IEM.   12. ¿Por qué nos gusta tanto Galdós? 07/04/2020 Emilio del Río Sanz Doctor en Filología Clásica por la Universidad Complutense. Profesor Titular de Universidad. Director General de Bibliotecas, Archivos y Museos del Ayuntamiento de Madrid.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41154595dd6cf610VgnVCM1000001d4a900aRCRD";"2020: Año galdosiano";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=797a62008f2cf610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483f68540e41c010VgnVCM2000000c205a0aRCRD";"Casa de La Villa. Ayuntamiento de Madrid";"0";"PLAZA";"VILLA";"5";"CENTRO";"PALACIO";"28005";"439711";"4474084";"40.41518829867041";"-3.7106248754622504";"/contenido/actividades/ConferenciasColoquios";"";
11138269;"3º Encuentro de Coros infantiles y juveniles";"";"1";"0";"";"";"2020-03-27 00:00:00.0";"2020-03-27 23:59:00.0";"19:00";"Coro Infantil Turina / Coro Infantil Sagunto / Coro Juvenil Corinto  Directores : Eva Alonso y  Juan Blázquez";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5560eac59c50710VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural Valdebernardo. Marzo del 2020";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d274e596f3e1f610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11149863;"55 Premio Reina Sofía de Pintura y Escultura";"";"1";"1";"L,M,X,J,V,S,D";"";"2020-03-05 00:00:00.0";"2020-03-22 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cece1b12c6a90710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/Exposiciones";"";
11146354;"8M ¿Qué nos queda por conseguir?";"";"1";"0";"";"";"2020-03-18 00:00:00.0";"2020-03-18 23:59:00.0";"16:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7398c7c8d080710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bb3c7035da610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Lucía Sánchez Saornil";"2";"PLAZA";"EURIPIDES";"1";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448534";"4477771";"40.449003967549075";"-3.6069161377213526";"/contenido/actividades/CursosTalleres";"";
11147059;"A qué sabe la Luna e Indomable";"";"1";"0";"";"";"2020-03-28 00:00:00.0";"2020-03-28 23:59:00.0";"12:00";"Cuentacuentos con pictogramas, a cargo de Sara Rodriguez Edad recomendada: menores con disversidad funcional (abierto al público en general)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5faac241da180710VgnVCM2000001f4a900aRCRD";"Actividades  Centro Sociocultural Valverde (Fuencarral - El Pardo). Marzo 2019";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d0a8698ac509610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11084157;"A través de la arena";"";"0";"1";"L,M,X,J,V,S,D";"";"2020-02-21 00:00:00.0";"2020-05-17 23:59:00.0";"";"The Story of All of Us / La historia de todos nosotros (fotograma), 2019";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6297aa7b2a4fe610VgnVCM1000001d4a900aRCRD";"A través de la arena";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e797aa7b2a4fe610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11144840;"Abracadabra";"";"1";"0";"";"";"2020-03-05 00:00:00.0";"2020-03-05 23:59:00.0";"18:00";"Proyección de la película ?Abracadabra? (2017) de Pablo Berger, y posterior coloquio con las personas asistentes.  Inscripción previa en el mostrador la Biblioteca. Lugar: Salón de actos de la Fundación del Lesionado Medular. C/ Camino de Valderribas, 115 Horario: de 18 a 20 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=916a0f5ec7b70710VgnVCM1000001d4a900aRCRD";"Cine + Charleta";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f410bdbe6b22e610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a40a47f441f010VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Portazgo (Puente de Vallecas)";"1,6";"CALLE";"CANTALAPIEDRA";"11";"PUENTE DE VALLECAS";"NUMANCIA";"28038";"444376";"4471605";"40.393189968014696";"-3.6554147649183943";"/contenido/actividades/CineActividadesAudiovisuales";"";
11148007;"Abrazos de Tango";"";"1";"0";"";"";"2020-03-13 00:00:00.0";"2020-03-13 23:59:00.0";"19:30";"El Grupo Clavis nos invita a conocer y descubrir los secretos del baile y de la música del tango mientras nos cuentan anécdotas, recitan y, cómo no, bailan tango.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0da0a60716680710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Sociocultural Almirante Churruca (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f22064b68b893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Almirante Churruca (Latina)";"1";"CALLE";"FUENTE DEL TIRO";"72";"LATINA";"LAS AGUILAS";"28024";"433786";"4470559";"40.3829835905706";"-3.7800890564106613";"/contenido/actividades/DanzaBaile/SalonTango";"";
11150390;"Acrílico y grabado, una simbiosis estética.";"";"1";"1";"L,M,X,J,V,S,D";"";"2020-03-04 00:00:00.0";"2020-03-24 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c0dfb114b90710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Julio Cortázar (Moncloa - Aravaca)";"1";"CALLE";"ANTONIO MACHADO";"20";"MONCLOA-ARAVACA";"VALDEZARZA";"28035";"438998";"4479816";"40.46678159096302";"-3.7195669111891703";"/contenido/actividades/Exposiciones";"";
11114540;"Actividades en Dehesa de la Villa. Caminando en verde: De la Dehesa a los Jardines de Sabatini";"";"1";"0";"";"";"2020-03-28 00:00:00.0";"2020-03-28 23:59:00.0";"11:00";"Y tú ¿cómo consumes?: Si deseas informarte sobre cómo participar en nuestro Grupo de Consumo de la Dehesa de la Villa, no dudes en preguntarnos.  Los mecados cooperativos: (Para todos los públicos). Sábado 8 de febrero.  Visita nuestras instalaciones de paneles solares fotovoltaicos: A partir de 14 años. domingo 16 de febrero.  Viajes con otro ritmo: De Buenos Aires a Quito. Un viaje consciente: (Para todos los públicos). Sábado 7 de marzo.  Caminando en verde: De la Dehesa a los Jardines de Sabatini: (Para todos los públicos). Sábado 28 de marzo.   Horario: A partir de las 11 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28a1442cc62df610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a956fc79622ef010VgnVCM2000000c205a0aRCRD";"Centro de Educación Ambiental de Dehesa de la Villa";"1";"PARQUE";"DEHESA DE LA VILLA";"0";"MONCLOA-ARAVACA";"";"28039";"439102";"4478967";"40.45914104116349";"-3.718270563679269";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11114539;"Actividades en Dehesa de la Villa. Viajes con otro ritmo: De Buenos Aires a Quito. Un viaje consciente";"";"1";"0";"";"";"2020-03-07 00:00:00.0";"2020-03-07 23:59:00.0";"11:00";"Dos amigos hicieron un viaje utilizando transporte local, despacio y colaborando en proyectos solidarios por donde pasaban. Ponentes: Verónica y Enrique.      Y tú ¿cómo consumes?: Si deseas informarte sobre cómo participar en nuestro Grupo de Consumo de la Dehesa de la Villa, no dudes en preguntarnos.  Los mecados cooperativos: (Para todos los públicos). Sábado 8 de febrero.  Visita nuestras instalaciones de paneles solares fotovoltaicos: A partir de 14 años. domingo 16 de febrero.  Viajes con otro ritmo: De Buenos Aires a Quito. Un viaje consciente: (Para todos los públicos). Sábado 7 de marzo.  Caminando en verde: De la Dehesa a los Jardines de Sabatini: (Para todos los públicos). Sábado 28 de marzo.   Horario: A partir de las 11 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c681442cc62df610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a956fc79622ef010VgnVCM2000000c205a0aRCRD";"Centro de Educación Ambiental de Dehesa de la Villa";"1";"PARQUE";"DEHESA DE LA VILLA";"0";"MONCLOA-ARAVACA";"";"28039";"439102";"4478967";"40.45914104116349";"-3.718270563679269";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11142062;"Actividades en el Centro Sociocultural Maestro Alonso";"";"1";"0";"";"";"2020-03-25 00:00:00.0";"2020-03-25 23:59:00.0";"18:00";"Ciclo de conferencias 'Amores de cine (III)'. Impartidas por Eva María Mera y Belén García Naharro.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca3f91b8fe470710VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Sociocultural Maestro Alonso";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ba177b76dd60610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Maestro Alonso (Salamanca)";"1";"CALLE";"MAESTRO ALONSO";"6";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443605";"4475629";"40.42938854032785";"-3.664855511110751";"/contenido/actividades/ConferenciasColoquios";"";
11094015;"Actividades en familia. Casa de Campo. Rastros y huellas de animales";"";"1";"0";"";"";"2020-03-14 00:00:00.0";"2020-03-14 23:59:00.0";"11:30";"Fecha: sábados 18 de enero y 14 de marzo.  Horario: de 11:30 a 13:00 horas.  Edad recomendada: a partir de 5 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b34a1b11e474f610VgnVCM1000001d4a900aRCRD";"Hábitat Madrid Invierno. Actividades en familia. Casa de Campo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1eeab5bd4bf47610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD";"Centro de Educación Ambiental de Casa de Campo";"1";"PARQUE";"CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)";"";"MONCLOA-ARAVACA";"CASA DE CAMPO";"28011";"437990";"4474399";"40.41789950036311";"-3.7309390858931137";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños";
11146069;"Acto conmemorativo 8M en el Espacio de Igualdad María Zambrano";"";"1";"0";"";"";"2020-03-10 00:00:00.0";"2020-03-10 23:59:00.0";"17:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4a25c0a89c70710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=306b89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad María Zambrano";"1";"CALLE";"ANDRES MELLADO";"44";"CHAMBERI";"GAZTAMBIDE";"28015";"439412";"4476170";"40.433958260960964";"-3.7143358486689415";"/contenido/actividades/ComemoracionesHomenajes";"";
11138626;"Acto en Santa Eugenia. Homenaje a las víctimas del 11 M";"";"0";"0";"";"";"2020-03-11 00:00:00.0";"2020-03-11 23:59:00.0";"18:00";"Lugar: Monolito Víctimas del 11M Ilusión Truncada. Frente a la estación de Cercanías de Santa Eugenia";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4230863c85d50710VgnVCM2000001f4a900aRCRD";"Homenaje a las víctimas del 11 M";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db3e863c85d50710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ComemoracionesHomenajes";"";
11147572;"Acto Institucional en Conmemoración del Día Internacional de la Mujer";"";"1";"0";"";"";"2020-03-08 00:00:00.0";"2020-03-08 23:59:00.0";"13:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cd846bf2d580710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ComemoracionesHomenajes";"/usuario/Mujeres";
11139476;"Adoption";"";"0";"0";"";"";"2020-03-14 00:00:00.0";"2020-03-14 23:59:00.0";"20:00";"Kata es una joven viuda que trabaja en una fábrica. Resignada a su gris existencia, con una vida de duro trabajo y viviendo en la soledad, la única cosa que dará un toque de color a su vida es su relación con un trabajador de la fábrica, casado, que ha decidido no dejar a su familia, posición que Kata acepta y respeta. Idioma: Versión original con subtítulos en español.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8493c5a9f9160710VgnVCM2000001f4a900aRCRD";"MÁRTA MÉSZÁROS. PIONERA, MUJER, CINEASTA";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf7abad335d50710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11147942;"Adrián Quiles";"";"1";"0";"";"";"2020-03-13 00:00:00.0";"2020-03-13 23:59:00.0";"19:00";"Una de las voces masculinas habitual en los grandes musicales de la Gran Vía, así como solista en Coros de Gospel y Zarzuela.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ba8a60716680710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural José Luis Sampedro (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044239c8e2993510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd3fba61e681c010VgnVCM1000000b205a0aRCRD";"Centro Cultural José Luis Sampedro (Latina)";"1";"CALLE";"CASTROSERNA";"4";"LATINA";"LUCERO";"28047";"436432";"4472601";"40.40159394334669";"-3.749110841406562";"/contenido/actividades/Musica";"";
11144556;"AGENCIA_RV. Grupo de investigación y creación de narrativas en Realidad Virtual";"";"0";"1";"J";"13/05/2019;27/05/2019;10/06/2019;24/06/2019;08/07/2019;22/07/2019;05/08/2019;12/08/2019;19/08/2019;26/08/2019;02/09/2019;16/09/2019;30/09/2019;17/10/2019;31/10/2019;14/11/2019;28/11/2019;12/12/2019;26/12/2019;02/01/2020;16/01/2020;30/01/2020;13/02/2020;27/02/2020;12/03/2020;27/02/2020;12/03/2020;26/03/2020;09/04/2020;23/04/2020;07/05/2020;21/05/2020;04/06/2020;18/06/2020";"2019-05-06 00:00:00.0";"2020-06-25 23:59:00.0";"";"varias personas con gafas 3d";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a7f3d0be4b70710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD";"Medialab - Prado";"1";"CALLE";"ALAMEDA";"15";"CENTRO";"CORTES";"28014";"441135";"4473558";"40.410560776119";"-3.6937931079230744";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11147902;"Aire... con Marian Conde";"";"1";"0";"";"";"2020-03-20 00:00:00.0";"2020-03-20 23:59:00.0";"19:00";"Un aire de modernidad, un aire de tradición, un aire de historia de la múscia y un aire de reivindicación de la madurez musical.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b31646bf2d580710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural Fernando de los Ríos (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Fernando de los Ríos (Latina)";"1";"CALLE";"CAMARENA";"10";"LATINA";"ALUCHE";"28047";"435819";"4471933";"40.39552931214334";"-3.7562667464373223";"/contenido/actividades/Musica/LatinaEspanola";"";
